1765.5      -0.000
1766.5      -0.000
1767.5      -0.000
1768.5      -0.000
1769.5      -0.000
1770.5      -0.000
1771.5      -0.000
1772.5      -0.000
1773.5      -0.000
1774.5      -0.000
1775.5      0.100
1776.5      0.106
1777.5      0.112
1778.5      0.115
1779.5      0.117
1780.5      0.120
1781.5      0.122
1782.5      0.123
1783.5      0.123
1784.5      0.123
1785.5      0.122
1786.5      0.121
1787.5      0.120
1788.5      0.119
1789.5      0.117
1790.5      0.116
1791.5      0.118
1792.5      0.119
1793.5      0.121
1794.5      0.122
1795.5      0.124
1796.5      0.126
1797.5      0.129
1798.5      0.131
1799.5      0.133
1800.5      0.135
1801.5      0.138
1802.5      0.147
1803.5      0.153
1804.5      0.158
1805.5      0.162
1806.5      0.166
1807.5      0.171
1808.5      0.174
1809.5      0.178
1810.5      0.182
1811.5      0.188
1812.5      0.192
1813.5      0.197
1814.5      0.200
1815.5      0.203
1816.5      0.207
1817.5      0.210
1818.5      0.213
1819.5      0.216
1820.5      0.220
1821.5      0.220
1822.5      0.222
1823.5      0.222
1824.5      0.223
1825.5      0.225
1826.5      0.227
1827.5      0.232
1828.5      0.238
1829.5      0.244
1830.5      0.249
1831.5      0.253
1832.5      0.258
1833.5      0.260
1834.5      0.263
1835.5      0.269
1836.5      0.273
1837.5      0.273
1838.5      0.280
1839.5      0.282
1840.5      0.284
1841.5      0.288
1842.5      0.296
1843.5      0.302
1844.5      0.305
1845.5      0.307
1846.5      0.310
1847.5      0.312
1848.5      0.315
1849.5      0.314
1850.5      0.310
1851.5      0.309
1852.5      0.304
1853.5      0.298
1854.5      0.298
1855.5      0.294
1856.5      0.286
1857.5      0.286
1858.5      0.287
1859.5      0.287
1860.5      0.286
1861.5      0.286
1862.5      0.284
1863.5      0.286
1864.5      0.289
1865.5      0.296
1866.5      0.306
1867.5      0.312
1868.5      0.318
1869.5      0.330
1870.5      0.335
1871.5      0.346
1872.5      0.361
1873.5      0.377
1874.5      0.393
1875.5      0.405
1876.5      0.410
1877.5      0.426
1878.5      0.436
1879.5      0.452
1880.5      0.455
1881.5      0.461
1882.5      0.472
1883.5      0.477
1884.5      0.483
1885.5      0.494
1886.5      0.500
1887.5      0.501
1888.5      0.511
1889.5      0.516
1890.5      0.519
1891.5      0.526
1892.5      0.525
1893.5      0.515
1894.5      0.518
1895.5      0.523
1896.5      0.535
1897.5      0.556
1898.5      0.565
1899.5      0.570
1900.5      0.579
1901.5      0.586
1902.5      0.589
1903.5      0.589
1904.5      0.598
1905.5      0.610
1906.5      0.614
1907.5      0.610
1908.5      0.617
1909.5      0.615
1910.5      0.616
1911.5      0.607
1912.5      0.592
1913.5      0.595
1914.5      0.591
1915.5      0.593
1916.5      0.600
1917.5      0.595
1918.5      0.587
1919.5      0.591
1920.5      0.599
1921.5      0.605
1922.5      0.620
1923.5      0.633
1924.5      0.634
1925.5      0.649
1926.5      0.651
1927.5      0.669
1928.5      0.695
1929.5      0.709
1930.5      0.723
1931.5      0.754
1932.5      0.781
1933.5      0.805
1934.5      0.828
1935.5      0.860
1936.5      0.884
1937.5      0.894
1938.5      0.898
1939.5      0.906
1940.5      0.914
1941.5      0.918
1942.5      0.911
1943.5      0.903
1944.5      0.914
1945.5      0.931
1946.5      0.936
